ID,NAME,STATE_ID,CODE,CATEGORY,DELIMITATION
4014,JAGATBALLAVPUR,S25,183,GEN,2008
4015,DOMJUR,S25,184,GEN,2008
4016,UTTARPARA,S25,185,GEN,2008
4017,SREERAMPUR,S25,186,GEN,2008
4018,CHAMPDANI,S25,187,GEN,2008
4019,CHANDITALA,S25,194,GEN,2008
4020,JANGIPARA,S25,195,GEN,2008
4021,SINGUR,S25,188,GEN,2008
4022,CHANDANNAGAR,S25,189,GEN,2008
4023,CHUNCHURA,S25,190,GEN,2008
4024,BALAGARH,S25,191,SC,2008
4025,PANDUA,S25,192,GEN,2008
4026,SAPTAGRAM,S25,193,GEN,2008
4027,DHANEKHALI,S25,197,SC,2008
4028,HARIPAL,S25,196,GEN,2008
4029,TARAKESWAR,S25,198,GEN,2008
4030,PURSURAH,S25,199,GEN,2008
4031,ARAMBAG,S25,200,SC,2008
4032,GOGHAT,S25,201,SC,2008
4033,KHANAKUL,S25,202,GEN,2008
4034,CHANDRAKONA,S25,232,SC,2008
4035,TAMLUK,S25,203,GEN,2008
4036,PANSKURA PURBA,S25,204,GEN,2008
4037,MOYNA,S25,206,GEN,2008
4038,NANDAKUMAR,S25,207,GEN,2008
4039,MAHISADAL,S25,208,GEN,2008
4040,HALDIA,S25,209,SC,2008
4041,NANDIGRAM,S25,210,GEN,2008
4042,CHANDIPUR,S25,211,GEN,2008
4043,PATASHPUR,S25,212,GEN,2008
4044,KANTHI UTTAR,S25,213,GEN,2008
4045,BHAGABANPUR,S25,214,GEN,2008
4046,KHEJURI,S25,215,SC,2008
4047,KANTHI DAKSHIN,S25,216,GEN,2008
4048,RAMNAGAR,S25,217,GEN,2008
4049,PANSKURA PASCHIM,S25,205,GEN,2008
4050,SABANG,S25,226,GEN,2008
4051,PINGLA,S25,227,GEN,2008
4052,DEBRA,S25,229,GEN,2008
4053,DASPUR,S25,230,GEN,2008
4054,GHATAL,S25,231,SC,2008
4055,KESHPUR,S25,235,SC,2008
4056,NAYAGRAM,S25,220,ST,2008
4057,GOPIBALLAVPUR,S25,221,GEN,2008
4058,JHARGRAM,S25,222,GEN,2008
4059,GARBETA,S25,233,GEN,2008
4060,SALBONI,S25,234,GEN,2008
4061,BINPUR,S25,237,ST,2008
4062,BANDWAN,S25,238,ST,2008
4063,EGRA,S25,218,GEN,2008
4064,DANTAN,S25,219,GEN,2008
4065,KESHIARY,S25,223,ST,2008
4066,KHARAGPUR SADAR,S25,224,GEN,2008
4067,NARAYANGARH,S25,225,GEN,2008
4068,KHARAGPUR,S25,228,GEN,2008
4069,MEDINIPUR,S25,236,GEN,2008
4070,BALARAMPUR,S25,239,GEN,2008
4071,BAGHMUNDI,S25,240,GEN,2008
4072,JOYPUR,S25,241,GEN,2008
4073,PURULIA,S25,242,GEN,2008
4074,MANBAZAR,S25,243,ST,2008
4075,KASHIPUR,S25,244,GEN,2008
4076,PARA,S25,245,SC,2008
4077,RAGHUNATHPUR,S25,246,SC,2008
4078,SALTORA,S25,247,SC,2008
4079,CHHATNA,S25,248,GEN,2008
4080,RANIBANDH,S25,249,ST,2008
4081,RAIPUR,S25,250,ST,2008
4082,TALDANGRA,S25,251,GEN,2008
4083,BANKURA,S25,252,GEN,2008
4084,BARJORA,S25,253,GEN,2008
4085,ONDA,S25,254,GEN,2008
4086,BISHNUPUR,S25,255,GEN,2008
4087,KATULPUR,S25,256,SC,2008
4088,INDUS,S25,257,SC,2008
4089,SONAMUKHI,S25,258,SC,2008
4090,KHANDAGHOSH,S25,259,SC,2008
4091,RAINA,S25,261,SC,2008
4092,JAMALPUR,S25,262,SC,2008
4093,KALNA,S25,264,SC,2008
4094,MEMARI,S25,265,GEN,2008
4095,PURBASTHALI DAKSHIN,S25,268,GEN,2008
4096,PURBASTHALI UTTAR,S25,269,GEN,2008
4097,KATWA,S25,270,GEN,2008
4098,BARDHAMAN DAKSHIN,S25,260,GEN,2008
4099,MONTESWAR,S25,263,GEN,2008
4100,BARDHAMAN UTTAR,S25,266,SC,2008
4101,BHATAR,S25,267,GEN,2008
4102,GALSI,S25,274,SC,2008
4103,DURGAPUR PURBA,S25,276,GEN,2008
4104,DURGAPUR PASCHIM,S25,277,GEN,2008
4105,PANDABESWAR,S25,275,GEN,2008
4106,RANIGANJ,S25,278,GEN,2008
4107,JAMURIA,S25,279,GEN,2008
4108,ASANSOL DAKSHIN,S25,280,GEN,2008
4109,ASANSOL UTTAR,S25,281,GEN,2008
4110,KULTI,S25,282,GEN,2008
4111,BARABANI,S25,283,GEN,2008
4112,KETUGRAM,S25,271,GEN,2008
4113,MANGALKOT,S25,272,GEN,2008
4114,AUSGRAM,S25,273,SC,2008
4115,BOLPUR,S25,286,GEN,2008
4116,NANOOR,S25,287,SC,2008
4117,LABPUR,S25,288,GEN,2008
4118,MAYURESWAR,S25,290,GEN,2008
4119,DUBRAJPUR,S25,284,SC,2008
4120,SURI,S25,285,GEN,2008
4121,SAINTHIA,S25,289,SC,2008
4122,RAMPURHAT,S25,291,GEN,2008
4123,HANSAN,S25,292,GEN,2008
4124,NALHATI,S25,293,GEN,2008
4125,MURARAI,S25,294,GEN,2008
